Data_Stream,Device,Latency_ms,Throughput_Mbps,Bandwidth_MHz,Jitter_ms,Packet_Loss_%,Sensory_Accuracy_%,QoE_Score
Haptic,AMBEO,5.995559818804876,240.14679274037508,274.4767611432034,2.129948109086294,3.2138870673996394,98.40080105091808,4.277599439949598
Video,Oculus Quest Camera,19.56245986172936,68.91110382713238,872.9350940513392,9.671319527268947,3.588380788967498,93.00510142187323,3.668913844023831
Motion,Teslasuit,26.988943568209958,382.95685434511864,709.2467046971536,1.972401034387664,4.883088186575046,81.80837955583321,4.900981127768926
Video,HaptX Gloves,39.66833380135069,463.1344484896178,854.1175373666232,5.306419630964703,1.8860089122881933,98.95713134507321,3.775369441032719
Motion,Teslasuit,35.748291947292735,176.01679829772024,872.887851414525,6.270073559139717,4.00920084226403,85.17114527280492,3.879148789926746
Motion,HaptX Gloves,25.065621786953674,436.2537545596044,773.5202682991658,5.872369788166944,2.172654816522477,86.74424980812572,4.109954790327455
Audio,GoPro HERO,17.313199982674966,181.498203707854,495.2895411247456,1.7742894132964888,4.347668359074898,88.04520827367084,4.074746702838689
Video,Teslasuit,49.870602507097004,459.8465727397618,649.4920795138821,1.5132422260325744,0.9032877065565159,81.02448592808626,4.6919943385968335
Haptic,GoPro HERO,24.178158600618783,389.2828566185528,244.32886550776882,1.949350847149321,4.738430885321398,89.9303084446121,4.184475230826443
Haptic,AMBEO,25.312416094835395,412.2080495786474,706.280875727417,6.270289154853512,1.0938585420543983,82.46636982150585,3.7561523900050053
Video,Oculus Quest Camera,12.363071953625113,58.102950020204524,261.32793016535265,5.89910398870889,1.6311025349046577,88.01940653376704,3.900814843229111
Haptic,HaptX Gloves,40.76642969374682,483.26466068331166,724.5546314591411,3.1036671283306982,3.7809611705339026,87.01419575984168,4.263670077781283
Haptic,Oculus Quest Camera,36.21570016016699,377.0019464316455,306.6383446785718,6.739967276610324,1.9687757078270334,95.45680166853006,3.7211808761392025
Video,GoPro HERO,14.934632575494218,187.13799292375998,205.79617013519797,8.380607518500845,3.0410568838322334,96.06341023265462,4.417483513469021
Motion,HaptX Gloves,8.707147052712921,423.22759918648114,248.75604112866168,1.3742106386193438,2.2228675053471427,83.06825764778176,4.348620959826719
Video,Oculus Quest Camera,35.622468593362086,176.68453928671846,101.79292169716324,5.483169491932381,3.711849685448909,87.33102374758452,4.572053474573386
Motion,Teslasuit,34.45300464265108,442.7392278047576,746.8656560681773,7.203793708924213,1.1416562618430541,87.46706322063663,4.906556923069052
Haptic,AT2020,17.29667871491942,100.66117568537166,759.1609441525412,3.2708073436271836,0.29228993618438504,83.0282088787217,4.8683818416517335
Haptic,GoPro HERO,47.788860301268464,366.65868985735807,563.4400149219334,3.769938147638342,1.499646987365331,95.96907010102382,4.919113427103247
Haptic,Oculus Quest Camera,11.79760513014051,293.31431449020965,245.22652094984534,6.522741126904454,2.3715433243421513,94.14456656670846,3.8670733955355514
Audio,GoPro HERO,24.455066046917086,93.44051158794836,175.19890375962078,9.081417640993632,0.8401002609633929,83.8076357259407,3.697347959959032
Motion,Kinect,47.46271640754195,158.85222271647754,117.2160697935583,8.289319782726094,1.7739864482819434,87.33443817187597,3.9534150507446726
Audio,GoPro HERO,23.887729261675503,55.58181632479165,249.17335926869865,6.248171971896252,1.9999150914678427,82.11610049713029,4.842627759149472
Audio,HaptX Gloves,33.73366764488385,260.9455844590276,901.7699814848321,7.571995459815243,0.28695921844136774,92.56413194186088,4.958080211935233
Video,Kinect,22.891747908325744,185.56936734200016,317.3831575315136,4.283402231870188,2.9165362409210225,82.42743849097239,4.788987426605714
Audio,Leap Motion,17.339684105690154,319.26086793399145,418.8441944954941,6.76868975288882,4.421717139856438,99.71868337249836,3.6650265816913152
Video,HaptX Gloves,49.27899415819227,183.75701346887774,194.81093603319988,5.195634320148013,0.7587145647652621,95.61364149375724,4.9211419970896895
Video,AT2020,23.420030284176935,184.9636001781431,300.12517427335325,2.7094252281180484,2.9890400670075703,87.8047709916799,4.1350370410261785
Audio,Kinect,45.23446416556105,384.4369394292215,567.3021137021847,7.315644464895315,3.3236960245542315,91.57127864558709,3.5139654361435304
Motion,Leap Motion,15.347957265098879,71.66427619025905,646.9774147860873,6.008181736139398,2.0966734020964415,98.22683632432818,4.163590611122291
Motion,Teslasuit,14.58971168112875,456.30274783639425,320.81708274959,4.227594237582323,3.50548793682135,91.08198560791652,3.5691037545132014
Motion,GoPro HERO,6.401033729803011,433.51874347603166,151.9589433026055,9.202052710707676,2.05365771745506,83.4899697279591,4.315816881741676
Motion,Oculus Quest Camera,34.325007141914824,350.5121074518829,451.9295822146588,1.1884070604405994,2.5231864398871746,87.57406711162318,4.007831041155577
Motion,AMBEO,21.58368546756925,316.9497065483229,310.78303383370076,3.841958361245464,0.0367652227721349,96.86289730059491,4.210152400391073
Audio,GoPro HERO,43.896121242783664,451.5361241628435,297.59853090682174,1.511932579998819,3.458600570673444,92.88426031979236,4.419755541114675
Audio,Leap Motion,26.294445801120073,133.3985807879215,963.8765224421097,7.898745845994645,3.306713394723622,93.014487686676,4.80320164372673
Haptic,GoPro HERO,48.568704256162476,85.53612298587288,654.6704373331517,7.3189670870241335,0.1920043866317228,97.33642971376977,4.492852364707893
Motion,AT2020,13.348648206640451,157.77957645929214,601.1905988548863,3.9821699686268532,1.8412505369756653,97.87946114925009,4.151073302717271
Audio,Teslasuit,44.088042558002485,407.5602254150856,474.1975931709897,7.080966119863657,4.895159203958337,98.39585143558872,4.729141780505548
Haptic,AMBEO,39.94685837562838,65.60162002691749,486.04990008712986,4.563435035763549,2.103682812843084,81.89698386506312,4.8583732063596985
Motion,Kinect,39.69148300898234,312.26307578757036,586.8145034542728,7.806284122801909,2.509727025659209,90.88252003926202,3.679639949648296
Video,Kinect,43.01524526525994,497.9468822860895,726.7868263324965,5.0876529646303545,4.549650790798593,94.81019042436637,4.297899466329187
Haptic,Kinect,39.24607959243495,435.0632422268927,731.9314865636464,4.71051755048499,3.586309379328782,95.13853690254028,3.9267679396136663
Audio,Leap Motion,33.17991447341369,284.65056006961527,254.5245169349046,9.412569239394708,2.9103506556211176,92.13432403940007,3.570591796815421
Video,HaptX Gloves,10.90601949570744,78.63840917898905,550.1014768689643,3.2579118990163023,3.9890234067053627,83.33574670367348,4.502820042670978
Video,HaptX Gloves,6.463678077106336,424.1180814735694,470.76228553069177,2.084026059969089,4.321831332279866,95.94841107883329,4.794156166188838
Video,Oculus Quest Camera,46.43815315170591,319.54032867974473,883.4742696424457,6.260888019335123,2.2844403586863344,94.40222667029892,3.744353981716091
Haptic,AMBEO,32.74926415343322,101.71984867680507,668.2770290965387,9.72389631055761,2.375541824659177,81.72271543098073,4.718620486435851
Audio,Kinect,40.84417809392794,92.23577817051029,579.2536597743836,4.40055292354468,1.930254678259179,89.27619649348753,4.780093600305412
Video,HaptX Gloves,26.66850581806475,459.3320687464666,203.85517796102562,1.5583308726590337,4.833530700092303,83.47954799043607,4.871510663999725
Motion,Leap Motion,10.278868503307752,351.1401183221353,645.0741003910703,4.0537474057861065,3.485831271451752,86.74954091425944,3.8979276336290787
Video,Oculus Quest Camera,10.63336064911477,423.17905969253997,205.48351511221009,5.553384888876026,0.41611533104036147,80.36162184411371,4.855929597784834
Video,Teslasuit,35.85043792530371,445.5405051270203,403.4859180091769,2.4573070596899234,4.314798116565092,88.00659736821517,3.9809941321046485
Haptic,Oculus Quest Camera,24.36376527047582,307.297558421745,228.5577683328987,6.922919962508429,2.4027997041813403,90.99753842312421,4.328507020183254
Haptic,HaptX Gloves,14.023612701515152,282.85085828976855,722.866282321932,9.979744501091805,0.3437695321124373,92.39165185654174,3.575761206248423
Audio,AT2020,27.12175460336466,243.6923346444456,285.62690245253737,5.065655283832994,2.7485862758165553,93.2698069025742,3.5658216325531154
Motion,Leap Motion,7.889402168381034,192.62596450600367,452.6734358692234,4.192557010571914,2.0858213948785105,96.7258262620492,4.580559819098305
Haptic,AT2020,31.188713086147946,245.5681823864203,906.1072998569008,4.6063375015101995,4.388747024313124,84.3092581455146,4.166719966966687
Video,Kinect,17.104703199579397,398.24584507857037,283.8847450590732,2.03631560555681,1.0199730180469369,82.40963644876936,3.8844385630538265
Audio,AT2020,40.890159528673465,320.86554395680923,557.0245575629012,8.949462412836013,4.132323047460915,97.0307434379585,3.785620244037365
Video,Kinect,18.966288151560818,451.6354804796807,477.3444950494198,4.733430899692168,2.7884434559272635,83.132256297853,4.504930236288827
Video,Kinect,25.484906708681052,249.5210064706345,116.31163694115676,4.485469702823572,0.27305151606734523,99.49520162672391,3.5006023160380098
Haptic,HaptX Gloves,5.522924295864529,323.1903104234393,813.4823022155315,6.937212456374269,4.859226506627423,96.85076458797275,4.708836753795281
Audio,AT2020,8.26010995075515,334.08839889139495,162.14131568313974,4.978300788380112,2.563076220516,90.01753211779199,3.618874409194893
Motion,Kinect,22.662210038300817,316.2637230378465,526.8295188792582,6.8341012192706145,1.4543842711579125,99.62842849844051,3.787234422362179
Motion,AMBEO,26.597247562270557,366.1851978884824,604.610465445055,1.5530166111770876,2.3470342099462904,81.94753458216009,4.079354592948635
Haptic,Teslasuit,32.00092466536867,156.84506076866282,665.5838109531284,8.323510093500047,4.289288917587445,86.06131522350204,4.227288109574156
Haptic,Oculus Quest Camera,18.124816041918645,280.5636998956058,719.768466377088,9.464535575914624,1.5245156219253175,92.76448830081223,4.032492673720913
Audio,Oculus Quest Camera,36.27418487569442,96.90116126375645,327.94514517044354,6.838888475434474,0.9633819824335016,87.00013736946357,3.9810682474764407
Motion,HaptX Gloves,43.70550787351421,223.03009744016566,108.98089899260444,9.591093359729296,0.6453562346544073,98.56745103961583,4.945874018109783
Motion,AT2020,40.09329450020074,269.45018087956896,751.0992961194207,2.3628908293296695,1.4892969919510564,81.31252176355635,4.462369521865091
Motion,AT2020,6.782847140676072,343.5009167954626,582.0909394128207,5.2967457053231835,3.9002404352002173,90.98823664121929,3.535149433051082
Video,Kinect,26.622812626602304,477.73897366379157,852.5059328865239,6.416260605509025,2.3581318259763084,91.81732534790228,4.14526386266647
Motion,Leap Motion,9.72185802881787,320.29297994676017,839.2495266106248,6.23562982679068,1.1374080184677,93.05456247554449,4.812513049615955
Video,GoPro HERO,15.892025713813736,384.6172622794519,858.9935510090949,4.613156011801389,0.830924998048746,85.11332446663629,3.952184279616002
Audio,Kinect,49.39981669702159,277.81972677284125,536.5851939815861,4.042759684296352,1.6636473825518956,87.29132855039728,3.6418345171615822
Video,Teslasuit,11.412299430568094,335.34681411934906,400.2655562531791,2.1414162029537693,4.699621864428544,96.87361059329956,4.637577157384877
Audio,AMBEO,27.449966905311022,81.91949726019804,812.402382332233,4.5256820550605035,1.7151335629501219,83.8988553794032,4.409020747904122
Motion,Oculus Quest Camera,32.81700804431536,164.47621137883112,506.16470172632944,2.463947335949366,4.9406203797731765,96.53735694346724,4.355468761739756
Motion,Kinect,36.61092367448468,212.83389194231242,265.0979767630911,7.609291088429965,2.426152278826781,91.25310845805485,3.580364839411112
Audio,GoPro HERO,30.184190756911136,262.62200975293115,869.4766176053269,2.87947841945131,0.8958195914507544,95.24375022388165,3.710748514693276
Haptic,GoPro HERO,5.439688133863265,70.54193547607268,894.3038890951125,1.5270877475608047,4.455700458967547,94.27214732526943,4.433824094319671
Audio,Kinect,19.690758870979636,113.01084389899296,519.6787805261531,5.971295240355109,2.3017768656741344,84.15022990769758,3.8117357621882535
Haptic,HaptX Gloves,28.297023952312014,174.5664385060876,168.12975457880873,6.357067594474614,3.5483567175226223,91.37625472867745,4.256105119622637
Video,Oculus Quest Camera,8.953992461517501,487.1897109054728,449.0434809252381,8.84721755152455,4.918557916045759,97.35446305610185,4.31732252904409
Video,HaptX Gloves,20.778211904413133,199.10615319637284,823.183893516343,6.192834511759137,0.25087675159987,88.64232473603859,3.925260785406409
Video,AMBEO,6.494139895611495,266.91847615043713,911.5966256916058,4.109327683511012,0.4834727989378357,99.33181540446634,4.922637733312239
Motion,GoPro HERO,8.536032371975933,138.2439707322768,283.12546824783624,8.227106933736884,3.602283707313781,89.04430200203436,4.763696160253363
Video,GoPro HERO,22.861547429071823,324.8510319840957,160.27625082274437,5.862510038686789,1.4091250164773599,82.85571273335769,4.583560261449198
Haptic,Teslasuit,10.972208931937715,176.30744698218842,889.6154078195548,1.7135225616807257,0.9215069847504953,87.78869360155346,3.6169907996141135
Video,AMBEO,30.539338171770115,143.14666029729204,450.4644450809878,6.09265504281922,0.19680939909864748,99.03404812781073,3.6591950289635293
Audio,GoPro HERO,36.02592361117696,282.4576828006906,587.584867840807,9.172166908794962,0.10923355993100903,86.39441698679708,4.239172018797434
Audio,AMBEO,41.026401459908726,52.47760962218937,971.2592308456831,4.566813629483985,3.8724280155989543,97.36196319734125,3.7410700237864787
Motion,Oculus Quest Camera,14.006760991016455,53.448814692151394,159.90825512280057,3.666932217098201,0.67216713684775,97.62501363363779,4.967398195294211
Audio,AT2020,12.53671620165814,148.580964095836,683.486206706886,2.2912251131621804,2.3386030798557544,87.00373048663923,3.7377803510411143
Haptic,GoPro HERO,9.705552815048012,66.52461312536951,166.69488031738035,2.363009697418216,3.029484075897415,81.66515316101264,4.231201753195961
Video,Teslasuit,33.63936122946365,98.61158935881112,437.92203561985036,4.89494335907637,2.141759002844231,94.49115818317637,4.046181585262258
Motion,Oculus Quest Camera,36.79140769191055,202.48729220243823,823.4330906741021,6.361118417453766,0.13553326168116553,86.23024598027972,4.4590796321811474
Video,Kinect,6.421376517153892,411.1635558109158,490.12500948007096,1.7255386465264158,3.9175075129395442,95.65847228515145,3.6935546133341375
Video,AMBEO,47.12955108096604,307.4218895161854,997.4641185126553,9.456117301226492,0.05256612270826744,88.85309696520866,4.145474642063586
Haptic,Kinect,7.338707764316259,280.7004766803874,603.1533564519419,7.7962025570067635,3.80944947188742,89.70533484685242,3.9120575492107155
Audio,HaptX Gloves,29.35833508854817,182.06997044365474,389.04593737235814,6.279615264552964,4.466522468940614,95.55818813497073,4.831627287007532
Audio,Oculus Quest Camera,36.90772337529124,469.28917374476737,298.1001933142778,8.455948038450916,2.1641996052858614,87.64726662123256,3.5608785682020425
Video,Kinect,44.19361056857385,228.65676855673624,415.4684808575456,1.7216808113090196,2.677712365488991,88.86254690645829,4.870591241009689
Motion,Leap Motion,37.13391194595925,89.19174505809717,435.27994638359576,5.291549899598119,2.3849169630882687,87.52380937539245,4.7494912078295
Audio,Leap Motion,41.07776373814063,327.6799322530106,161.84230995156489,6.67083814175497,1.946043093117194,87.3468103055456,3.946356074661223
Motion,GoPro HERO,20.275258664426275,101.22727706447063,432.61677948409584,8.457876155064604,4.437122676851802,90.5189315380292,4.683935982015657
Audio,AMBEO,41.66713011859305,205.35041426076143,517.8146677653024,8.05122604044341,4.469667553349953,96.175988890023,3.5468203405081216
Motion,AT2020,8.605168087310382,278.335372423014,750.4639770149242,3.493623247420597,1.6790818232076727,87.23536623845132,4.950298325440091
Haptic,Oculus Quest Camera,45.26674952272374,443.4001361083291,691.0565362494472,9.467921526032839,3.07534877007349,90.48509441075473,4.289892413884684
Motion,GoPro HERO,29.64165692691813,272.0959611530534,737.8890897062388,2.119112572877833,4.634537810729321,93.41454650885201,3.954921539098168
Haptic,Teslasuit,41.77839964831222,366.0164447142489,107.5273136891714,8.876202567590369,4.810292494706758,85.3887889260731,4.043874818892015
Haptic,HaptX Gloves,25.354322803323505,496.7675775495817,295.9006596224824,9.738462246441568,2.5447952021102376,85.55045609804785,3.599608030190746
Motion,AMBEO,33.96099628384363,109.17010395409173,695.5158595598708,2.5943817090036303,2.264124026421634,98.6682625404691,4.984024271063059
Haptic,Oculus Quest Camera,28.688119742125096,173.62918648378377,535.5904313617724,7.4985945778340675,1.393471579642629,94.47069146662177,3.5589379177260385
Video,Leap Motion,37.921528478989934,227.55923401894088,104.78212810151135,1.3625696690019862,4.79435936595205,91.54373352446618,4.4823606847217885
Haptic,Oculus Quest Camera,8.67334919137653,239.82268034247411,824.0451781886401,4.648805426252395,0.7140715223643368,92.95440108841224,4.164103891559687
Audio,AT2020,7.715843779575371,234.95948386949559,795.5286159613037,5.646549692779066,2.8991478802386252,80.58598886206836,4.923374327283073
Motion,Leap Motion,16.11964553045659,458.4249511504497,593.5772466942065,6.225807033186706,1.4127513375931944,92.36205931123393,3.8689996104601927
Video,AT2020,12.179510605093476,371.31469001008537,159.81699319864492,9.423435234237036,1.395041451738983,90.19017746448404,4.298130235907017
Motion,Teslasuit,44.23026049664907,323.5573463408167,789.8635445793262,7.050256185647752,2.024842936880942,90.91499359558871,4.223534312874129
Audio,HaptX Gloves,14.864629431111995,189.21772303825193,625.3422289582276,5.331501560973133,4.993964679078273,87.18847653661635,4.554299666075152
Audio,Teslasuit,48.91393651186091,420.7056728995826,803.7639794421633,8.287075326393005,0.27483153419911033,81.62947795425883,3.6020153479286305
Audio,GoPro HERO,20.160310629699808,479.777230168245,776.5722931562564,9.55479538858968,2.8927090910176574,83.86678467224104,3.790683695035032
Haptic,GoPro HERO,13.195306205991468,419.53922714760193,822.7018647620534,1.1985953381406176,0.4128607901763859,99.01489426425343,3.8218472301392747
Haptic,Teslasuit,40.53643282141156,50.70429733616281,566.2072597641624,9.842691450304349,0.7726041499525949,88.17399124541868,4.607226132262534
Motion,HaptX Gloves,34.64184989753943,336.38061658253315,226.29206637416348,1.775189251573123,2.1978147088644935,89.33366311661729,3.78370804449011
Motion,Teslasuit,27.418807240391253,73.01092164894533,704.0417260417198,8.329481013418853,2.5523006567322066,81.05419579706879,4.360237645836465
Video,HaptX Gloves,29.991359792193407,165.92324915017485,658.4264065467735,3.5230127729627125,1.29396204182262,80.7513245908796,3.8228657307514307
Video,HaptX Gloves,37.36408002225187,76.78611515649726,768.0278684791784,2.1896169197848456,1.582285654372081,94.34362894093516,4.792437425125968
Motion,Kinect,15.280463359908442,321.70795382722446,252.89290544566177,4.9587007574245145,0.4348351012796653,90.76189328242222,4.913278181734458
Haptic,Leap Motion,49.83502622255339,358.9654610716731,275.4776799102603,6.795609215028522,1.5160989192212526,90.17411968432533,4.2777394624133604
Audio,AMBEO,48.86569229660524,101.5194371296573,901.3685654973956,4.428566605211275,4.83279219690272,84.86249060845337,4.0284633263137675
Motion,HaptX Gloves,34.26465588561216,222.72749737024077,774.9800186068637,1.4910886745442906,4.723536908362409,94.89501463259845,3.8510866625262485
Video,AT2020,13.979410291811531,255.30642902999392,917.4056398302906,6.395150256928449,1.674391450684925,83.36473158216984,3.5746715022845654
Haptic,HaptX Gloves,35.61027090940811,216.07385979241246,782.8437890475286,9.121629484996072,2.854269681393808,83.7986948732204,3.902750114296243
Motion,HaptX Gloves,8.248928404062912,104.46125021833687,637.4397753912717,4.4489382935252655,4.547976955554722,89.21424342696551,4.481353669917977
Motion,HaptX Gloves,6.379362599261273,238.52650558436395,688.7194633250863,2.946994998677443,0.030919113204483373,85.72559724223882,4.300425396963816
Haptic,Kinect,16.595729983004617,388.0301215137882,900.2151315460089,4.983196113395339,4.053417851687959,84.94925962466293,4.916061917421391
Motion,Leap Motion,25.818033053269232,81.95344903996497,620.9260790607465,1.4352643994390277,4.741847763944595,92.90475289106664,4.094415893737551
Haptic,Kinect,44.072262743377124,86.08100633685655,669.1521918955486,8.384388260322474,0.4566286716677853,93.01943490437088,4.540795013492592
Audio,GoPro HERO,37.72260813948386,209.6470813261929,240.82904440324052,8.437067298551682,0.8072384301646052,96.49034139599858,4.233984121212682
Haptic,Kinect,38.42179345399914,473.7765702285163,526.5290981044925,6.292004170866655,4.803731513856777,88.35417133945951,4.2688643238863175
Haptic,AT2020,24.14720005016339,350.85769102531134,744.7574007622891,4.177926000445505,2.6877007182017314,81.461701820523,3.901661471906176
Haptic,AT2020,20.56707466461333,355.4014805026542,343.84842848472886,8.198050280012051,0.07098317235861851,85.47332769842916,4.182426165262999
Motion,Kinect,21.696744334307123,212.86399587703923,282.02876247208144,5.992183223095305,1.2881599938176458,99.60010926393633,4.206177495519061
Motion,Leap Motion,49.444230368122604,317.1473560438423,382.444127401974,8.433390776950146,2.249718371344298,91.92517150465405,4.5599637826234005
Haptic,Teslasuit,6.804913613561712,54.55903281248452,317.3505651935501,6.683129133247186,3.4645445551238385,94.1947416960204,4.9109599987791706
Motion,AMBEO,44.01641732551018,336.243220884294,293.4213733327563,8.059649258915176,3.6658018906839978,80.1471565925083,3.993981916223756
Video,Leap Motion,31.040393385757703,460.97912640930656,482.36575858127827,6.38706693895984,4.97710756462728,90.36411464365042,3.5633007028719477
Video,Kinect,24.73769386353157,325.6580607551686,917.0546624951807,4.7272696139409955,1.4375559969187952,80.75057315063606,4.24444268825096
Motion,HaptX Gloves,37.636594718681145,443.1643670598553,556.3536820648465,9.621512739335238,2.6911005093423763,91.38460424182895,4.316691998223753
Motion,Oculus Quest Camera,26.90010236411163,375.7878749597422,269.12834273379076,5.870024423909602,2.666617739298025,98.4154169927215,3.752660826697873
Haptic,AMBEO,44.304045713674725,104.2512873816606,169.27450244278668,6.445805666864845,2.0282262972361877,99.36838261000815,4.6406969094141
Audio,AMBEO,45.53158388050663,456.1039882786288,726.5405306241327,2.984388754732743,0.845809469212101,90.81105350777848,4.977393662662237
Motion,AT2020,23.977441709305495,79.8997299600987,444.51888799274906,6.6308571048454885,4.887282815919213,89.16409610504432,4.9186620755126915
Video,AMBEO,17.457250875577323,290.2853626464937,839.6478519268234,6.144468845346495,4.26658593333293,98.90034188496988,3.7956590582354783
Haptic,Kinect,31.6557647867013,113.96170570705596,693.5596917766932,2.6635455815232243,2.491665141471186,93.4721966399339,4.813044859851141
Motion,HaptX Gloves,46.05635055275109,55.26797482890683,816.6173054872316,1.5362838761782935,3.016227113420149,81.29798559076819,4.556740454617527
Video,HaptX Gloves,14.479798505254996,239.91541705743757,344.7514354766039,6.439233877432939,1.1363052677983116,89.31451155334994,4.180769845710367
Video,GoPro HERO,33.03349626035673,182.76831844437032,723.1230302149523,7.873230424152885,2.7189353519587343,84.80490036928607,4.310916491487093
Audio,HaptX Gloves,33.42020990416343,268.70022220892133,337.6557862243469,5.710612338298074,3.474850665607379,89.39608642897363,4.774400262473687
Haptic,Leap Motion,37.99008600868764,309.73994903054785,945.1616315052624,3.0409536278768114,2.575835141932944,89.10931144012723,4.22020240945756
Haptic,HaptX Gloves,10.920545830726692,69.68258253902631,672.7368533800369,6.998697790237315,4.951425852924706,91.64289605629484,4.059811053657691
Audio,AT2020,37.212123410693984,105.35148280568554,392.0606201578079,1.7209515394864203,3.056708281238631,87.13540980698502,4.239871239538979
Audio,HaptX Gloves,45.906463429953845,301.38907840269144,342.5606760630454,4.976503343217591,1.8548685629608452,83.28540898911857,4.368694706052573
Haptic,GoPro HERO,13.085739899160888,204.4253089276962,271.83392656447916,2.470300825585782,3.8607601380791907,90.07438869179913,3.7836164806675234
Haptic,Oculus Quest Camera,15.689449621574493,378.1280693972516,725.176863004355,2.6601314595389502,0.8523125579082103,96.60405768691524,4.851361595400486
Motion,Kinect,48.71277923187378,343.53124186637285,296.84405169813454,2.820645542423833,1.9225790685313326,93.28024456135205,4.511280423244421
Motion,AT2020,13.14396287192704,430.52196334545806,635.7729393347402,4.480363513395801,1.7347947518879292,86.76735731850431,4.449903376006233
Audio,Leap Motion,43.447329201631064,361.6217720011514,338.17152423282164,1.4603518505835786,2.1590354755388863,98.71046045517714,3.649244339270957
Motion,Oculus Quest Camera,27.152503540161565,243.46898482556665,695.7720503144817,4.580140968361883,3.9088991296436317,98.24415142498364,4.406260907258888
Video,AT2020,16.125398348142966,352.83498007749455,833.4457556864853,5.605367024032308,2.420865160817037,84.18696798768198,3.6814409933577386
Motion,Teslasuit,44.183745557263016,173.92152841493834,800.2227188301879,5.349648564696927,3.970072251329814,80.78835170240725,3.6180465127930987
Motion,AMBEO,25.038736475119947,187.8410744501957,784.7661978377035,4.445056903627365,2.8824445156993295,94.82617416701524,4.29096634346359
Video,Teslasuit,28.166780926836058,405.043321964357,268.95016512302686,8.552319472636771,1.7103471732877766,96.55220522698306,4.104178301069743
Audio,HaptX Gloves,21.165501622989456,250.88878238071197,179.54645228606682,2.3079402317845368,4.049893718417362,99.3572913190271,4.383215405234335
Video,Oculus Quest Camera,31.682788314571734,409.27115323325864,729.0539456386471,5.5512706940323655,1.191448352765458,97.79672788176622,3.633833252085858
Motion,HaptX Gloves,12.358574266326023,420.0900681507253,431.5124924149162,1.5583727526089888,1.1219148989989773,92.0106953641283,4.146474594270888
Audio,AMBEO,22.598669149329233,435.9030519475777,489.11160376301257,1.6404011099011877,2.522514620274179,90.60104678424761,3.762180072567737
Motion,AT2020,48.62355450508794,462.4858561285433,128.03418351405196,6.164792647093867,1.3042462298104445,80.55682102525172,4.980650128886175
Video,AMBEO,16.61600447155074,243.9433492309833,333.61880434754426,6.094165823990388,0.04543517475608161,84.93312893689556,4.341725318652761
Video,GoPro HERO,34.55314990435815,193.49006824451249,130.30876348701761,8.902301615600113,3.2414876364940075,89.19229503465853,4.5311552914113005
Motion,AMBEO,19.633552890111268,311.98943596735126,891.2671953411228,6.020863080940659,2.55546910736199,92.57007800167136,3.9881274210239117
Haptic,GoPro HERO,39.80629065589703,217.0275905469324,319.0570148966774,9.638119183643651,2.227589072465806,91.14503666636821,3.6421083721690164
Haptic,AMBEO,10.889314732325742,320.48337506010483,601.6034526157073,1.4382536355993678,4.834842573091577,94.85271979363381,4.9638062941753045
Video,Kinect,48.64194702853451,367.51363818972106,135.08138859501736,1.8820691630266695,2.8559959198145686,85.59533861774082,3.9293885530747747
Video,GoPro HERO,25.420529362263768,359.7822583214616,700.1626521750923,1.3965927541334326,4.317157888946922,91.29905215304946,4.135712277760361
Haptic,Oculus Quest Camera,15.622270850590878,218.5487991590546,390.7246111786845,2.66749165300186,0.6972511810258009,81.76284486781584,4.474795882553862
Haptic,HaptX Gloves,8.307353629850569,125.08709076443877,908.1272682618992,5.871430998475103,2.8460323156471383,88.27331047166413,3.537045946529167
Motion,Leap Motion,12.639105728939334,243.7382023079934,899.3063700406323,6.810149632846852,4.339898133654515,95.00321665909202,4.71538869577593
Motion,HaptX Gloves,28.389827685020794,114.16736483685894,392.761556525573,1.4102664215380192,2.91552878639949,93.86801706858088,4.30486728504293
Haptic,Teslasuit,20.165142939407886,450.54366583271377,910.8648061214211,9.513738008610394,3.5900708906350074,99.81285474344358,3.917325780603233
Motion,HaptX Gloves,42.299751464717424,205.64485733203583,996.5419061489009,8.579488389853429,1.8602178390610369,85.55782251975512,3.592411977938704
Motion,AT2020,24.389938564781268,119.5068862504957,842.8740977115533,3.669512339413838,0.46224758518533304,89.96378598347958,3.743747623211662
Audio,Kinect,16.192142266443348,61.45149195758789,860.384212979706,1.6946877720382116,2.2895014756353573,86.59060827547994,4.842550788280155
Motion,AMBEO,32.77152439718135,340.6200738289179,324.1078624981809,2.5289836589715153,1.9723969541942876,88.8120622811835,4.529036335903837
Video,Teslasuit,36.80497475984507,336.60604285463444,619.0321589719807,2.142499723794754,4.335300911894737,97.13900259738776,3.874852582455335
Motion,AT2020,12.516885855542743,203.27187496158126,160.53032257063109,2.1095540136905218,1.2199765117623613,93.68418150376974,3.5984011474175444
Motion,AT2020,12.542864732974294,82.27034998144296,185.42614313950276,5.667055197991606,4.83367113767554,97.64882382695163,4.535922968579954
Haptic,GoPro HERO,6.650214212009434,234.3330027028544,999.0033508299615,3.212626982440603,4.790690599022481,84.07022216663773,4.358611588951648
Video,HaptX Gloves,38.13809067795383,190.0478727785271,393.97532448331987,4.2232574487623005,1.2381582153571935,97.46722235682876,4.1067792866873525
Motion,Oculus Quest Camera,34.87120374298123,354.70428788075424,773.3655208439617,9.905548000458902,1.7402597773866024,81.19524548356769,4.045417173785095
